GeneSymbol,EDS,ActivityLinking_Conserved_nt_count,ActivityLinking_nt_count,ProximityLinking_Conserved_nt_count,ProximityLinking_nt_count,ActivityLinking_EnhancerNumber,ActivityLinking_NumberConservedElements,ProximityLinking_EnhancerNumber,ProximityLinking_NumberConservedElements,pLI,RVIS
ENSG00000125878,0.67330499718965797,3950,33600,6879,66200,39,132,29,239,0.551527504830997,NA
ENSG00000125879,0.43368771116761701,253,3000,8673,121200,9,15,95,332,1.48213358106119E-2,67.39
ENSG00000125885,0.38874491125847999,37,2000,2269,26000,7,5,13,71,0.000000,95.31
ENSG00000125888,0.53966554956033297,608,19400,7200,213800,23,26,42,336,4.8123609460971099E-2,60.7
ENSG00000125895,0.44181069122938099,854,8400,3885,49600,6,32,21,151,1.47382150329057E-3,55.56
ENSG00000125898,0.45829773059795498,1656,11800,6233,103000,19,54,25,324,0.74779060333008995,NA
ENSG00000125899,0.34336310230623401,2059,14600,0,0,25,102,0,0,NA,NA
ENSG00000125900,0.33757347904443702,5,4800,1135,72200,13,1,25,52,0.000078,85.01
ENSG00000125901,0.30243710164593501,0,0,425,15000,0,0,8,33,0.18785758754076201,51.5
ENSG00000125903,0.341637604979807,129,20400,949,19600,17,13,15,34,8.7103445415640992E-3,82.34
ENSG00000125910,0.376570342606588,1535,33200,2642,46200,14,59,9,91,0.52004722446761698,85.62
ENSG00000125912,0.30479576534901898,274,10200,679,22400,9,15,10,34,0.50947433826274202,16.93
ENSG00000125931,0.64225725949066503,2946,9600,23951,88200,16,119,60,858,4.5403392614354499E-2,76.180000000000007
ENSG00000125944,0.49231245805672103,750,8200,10756,86200,9,16,51,277,0.999079074304417,14.21
ENSG00000125945,0.42938272946544498,897,9200,5211,59200,9,26,18,180,0.304488387158864,25.54
ENSG00000125952,0.65161131449342902,3845,23800,25207,294200,23,141,84,1063,0.95189829334891196,51.47
ENSG00000125954,0.40086355532894002,309,14200,3565,49200,5,15,6,150,NA,NA
ENSG00000125962,0.28018707809870902,228,1400,0,0,5,11,0,0,0.55066621412330397,78.11
ENSG00000125965,0.55906514962922005,3247,11400,4419,20400,11,37,8,78,0.92319489892887596,59.76
ENSG00000125966,0.61624562604851596,2115,18600,9509,74000,20,101,28,312,2.8762328950678501E-2,33.96
ENSG00000125967,0.59495198000677896,2562,20600,12540,90400,23,63,24,430,0.79763114468570195,77.11
ENSG00000125968,0.46820480475638898,242,9400,6779,83800,19,15,18,231,7.6555746342643703E-3,79.41
ENSG00000125970,0.54580434435810099,174,2400,23897,206400,8,18,50,965,0.55457383972282204,76.42
ENSG00000125971,0.49463951934946798,1894,15800,9734,93400,10,40,32,380,0.84280276033519597,49.21
ENSG00000125975,0.259943314126237,1053,12400,0,0,12,36,0,0,NA,NA
ENSG00000125977,0.57700215778142505,20,2400,15530,137200,6,2,34,666,0.86360316526498904,49.73
ENSG00000125991,0.62817939120692101,926,9800,8702,65600,11,41,37,289,3.8590767192969002E-3,10.43
ENSG00000125995,0.37314960168431599,158,1800,713,8800,2,5,5,24,0.72680695405701301,61.02
ENSG00000125998,0.258508426306712,2466,15400,0,0,13,67,0,0,0.000035,82.45
ENSG00000125999,0.39498627250426499,223,4600,3619,82600,11,21,41,239,0.000001,91.97
ENSG00000126001,0.42854356558833701,653,10800,3654,39000,6,16,20,154,0.000000,16.84
ENSG00000126003,0.732124483992315,9850,54200,11230,56600,24,272,24,323,0.86979563793487003,13.84
ENSG00000126010,0.48839010571567198,5073,35400,36569,326200,61,199,176,1631,0.138137201690617,39.5
ENSG00000126012,0.67247519949434598,757,2600,23605,91200,4,38,47,840,0.997842569241018,1.18
ENSG00000126016,0.65587193000048005,11048,35000,29752,227800,46,323,146,1165,0.988710202830408,20.27
ENSG00000126062,0.52879950334802694,1553,10600,24486,131400,5,55,20,670,0.87689526948734597,40.18
ENSG00000126067,0.57607522877609996,0,200,14058,98200,1,0,50,447,0.97235138314286895,51.18
ENSG00000126070,0.56580739964446103,561,5800,9823,53800,14,25,44,342,0.99999884361455704,NA
ENSG00000126088,0.68260738381742403,3986,17000,18706,95200,15,103,49,538,1.4220958890437201E-4,48.25
ENSG00000126091,0.61466444150549804,1035,8000,14721,182000,19,20,62,506,0.57398945929921796,27.51
ENSG00000126106,0.62987086300714001,2184,14200,57759,272800,17,49,41,1236,3.8975168486277599E-2,53.39
ENSG00000126107,0.54280765730428304,1734,10600,3264,13200,11,43,7,61,1.7042779916193601E-2,7.69
ENSG00000126214,0.41136024700835899,357,19800,3334,90800,17,10,35,155,0.51495533247324998,10.31
ENSG00000126215,0.34920735546689802,0,400,2914,70600,2,0,18,132,0.000000,75.23
ENSG00000126216,0.40860004347838702,47,5600,4747,116800,16,4,82,126,0.95252613387561103,4.2300000000000004
ENSG00000126217,0.60910572555141995,191,13600,9210,299200,38,18,69,471,0.79554140444057997,35.44
ENSG00000126218,0.53176233282200303,2134,34800,3492,43600,21,106,15,268,0.160510707320587,34.61
ENSG00000126226,0.34754886673399898,908,28000,1824,56200,23,64,15,152,0.000000,34.520000000000003
ENSG00000126231,0.54311538501064405,2304,38400,4218,64400,21,105,24,280,0.000000,66.48
ENSG00000126233,0.49595577353450698,471,40800,618,27600,17,43,4,37,0.32831410342811601,72.510000000000005
ENSG00000126243,0.40911010354927302,486,2400,2926,57800,8,16,21,132,0.86030299558206502,17.47
ENSG00000126246,0.53151205962019998,1492,10400,2279,9600,3,46,6,68,1.6488397901589E-4,76.13
ENSG00000126247,0.33806474745390702,437,5800,1022,22800,6,19,7,56,1.2437979869299801E-4,37.409999999999997
ENSG00000126249,0.33236217916039001,69,4000,655,14400,5,3,7,34,0.000050,42.81
ENSG00000126251,0.378828276473065,332,27600,2332,70000,18,19,10,94,0.65917779644336705,NA
ENSG00000126254,0.36763579076356001,109,2800,427,4400,5,9,5,21,0.75988953089298805,16.899999999999999
ENSG00000126259,0.61245208737568402,3243,14600,2480,9000,18,116,6,98,0.000009,93.31
ENSG00000126261,0.34463835789268998,128,4800,1281,22800,8,4,14,49,0.99967317936334299,19.03
ENSG00000126262,0.43495205305227702,1114,24400,4214,97200,21,88,13,237,6.4394678747311195E-4,66.13
ENSG00000126264,0.35751717949301098,2902,29800,1563,20400,24,130,2,77,1.1933598080664101E-2,66.989999999999995
ENSG00000126266,0.39092027007286601,859,28000,1986,46400,20,54,8,182,1.3702545639634801E-3,NA
ENSG00000126267,0.330594263277107,0,200,741,11800,1,0,4,36,8.1622093296569803E-2,52.8
ENSG00000126337,0.37793644770012502,302,9000,2276,26000,10,18,3,93,0.000000,97.4
ENSG00000126351,0.81738595432209604,11215,27400,13454,34200,18,182,7,233,0.16700676973138701,12.49
ENSG00000126353,0.58372016973495799,4611,51600,13105,124600,39,173,13,430,0.647008605028774,20.62
ENSG00000126368,0.78180782161626905,1643,11200,16979,47400,6,10,8,301,0.94608541828009596,10.75
ENSG00000126391,0.43342950313491102,308,6800,5030,107000,6,21,21,236,8.4290943123126696E-2,66.680000000000007
ENSG00000126432,0.488208553160695,505,7400,6034,45800,9,28,6,203,3.1403812176163202E-3,80.09
ENSG00000126453,0.35267860206978102,761,7200,372,7000,8,19,3,26,0.000016,91.46
ENSG00000126456,0.342653557367537,57,1000,446,7400,3,3,2,14,3.2174179831707499E-3,72.14
ENSG00000126457,0.40092700861946101,121,1400,1095,9200,2,1,2,35,0.99358778693721095,27.95
ENSG00000126458,0.49000110301271399,17,600,3617,22000,3,2,7,104,0.28725742879645699,50.81
ENSG00000126460,0.38036417406719503,232,3200,962,9400,5,12,2,44,0.000060,77.319999999999993
ENSG00000126461,0.54248110395036298,673,10400,2185,9800,15,25,3,59,0.99878753876853199,42.24
ENSG00000126464,0.45884933535869799,803,5000,3208,26800,8,23,8,83,0.99996957688367605,1.32
ENSG00000126467,0.42052521742483601,240,14800,4667,58800,9,15,25,128,0.98081377229024802,68.59
ENSG00000126500,0.77339450811567501,10424,86000,18729,167600,65,418,10,667,0.54631976673440696,41.7
ENSG00000126522,0.56022508014468297,1774,48800,4180,56200,26,79,29,87,0.000000,21.51
ENSG00000126524,0.37772507052904902,407,3400,1808,40800,6,6,19,66,0.119263624331666,34.840000000000003
ENSG00000126545,0.296654219119805,0,200,239,21600,1,0,19,24,0.000008,86.7
ENSG00000126549,0.27029355071688799,0,0,18,7800,0,0,9,2,2.0828063057799799E-3,75.040000000000006
ENSG00000126550,0.26771019757133602,0,0,9,7000,0,0,10,1,1.8085196995940799E-3,84.85
ENSG00000126561,0.61739685080868401,8855,81400,9538,84400,40,330,17,330,0.99986602946446301,12.93
ENSG00000126562,0.79471038675800598,8190,59800,5757,16800,24,176,6,141,0.000000,76.67
ENSG00000126581,0.58744929947247604,897,7000,4902,19800,4,2,6,97,0.99869777591279096,23.7
ENSG00000126583,0.58001095121553103,5639,26600,3933,27200,31,70,10,117,0.99982367963320595,13.03
ENSG00000126602,0.44681385632050902,53,9800,5236,135000,11,5,36,248,0.000000,95.37
ENSG00000126603,0.56492920014612802,7084,59600,5171,61400,49,271,12,179,0.95306839147935396,38.67
ENSG00000126653,0.49831280395495903,0,400,9676,105600,2,0,62,411,0.10480150549491001,62.05
ENSG00000126698,0.32877189734712198,52,2400,1477,51400,1,4,10,63,0.58200664158892701,43.96
ENSG00000126705,0.73935959318219302,10984,25400,38601,132200,33,200,9,775,0.99943144781763105,1.59
ENSG00000126709,0.42528748617733197,656,7600,3857,58600,10,21,20,160,0.23093122463381199,NA
ENSG00000126733,0.55485457493799695,978,3000,10539,64600,10,54,66,401,0.85903320733349298,71.150000000000006
ENSG00000126746,0.50193948691327805,140,5400,3225,18200,6,6,4,65,0.94199644023709705,5.48
ENSG00000126752,0.349702427086377,130,1000,232,3000,2,3,5,12,0.000000,96.45
ENSG00000126756,0.56641504489787797,2534,21600,7840,52400,29,96,33,172,0.83631594142364796,35.36
ENSG00000126759,0.50934978299302502,624,9200,2839,17200,14,57,4,119,0.94416866903118501,57.84
ENSG00000126767,0.49147290485476097,961,4800,2827,19800,6,18,5,84,0.75605787378721401,81.209999999999994
ENSG00000126768,0.33621343745879501,48,14400,368,18200,10,5,15,16,0.82690862891609296,34.17
ENSG00000126773,0.48992107154799203,26,800,8639,86600,4,2,63,283,0.000000,NA
ENSG00000126775,0.56755341802694603,1521,21600,12228,154000,31,82,58,516,0.326846073593547,23.82
ENSG00000126777,0.54534618530621404,294,9800,32641,389600,27,15,157,1418,0.63977292081594495,52.17
ENSG00000126778,0.82263430281009897,13231,39200,25592,87200,39,245,55,557,0.92637706377143003,29.97
ENSG00000126785,0.54718804904289098,3583,34600,25997,221800,36,149,118,1021,0.229657760958795,33.92
ENSG00000126787,0.52134075299192695,187,2400,12184,164600,6,8,69,563,0.000017,77.92
ENSG00000126790,0.38486290429859299,583,8400,1221,11400,10,24,7,35,0.000000,NA
ENSG00000126803,0.62834500088727996,3201,17000,6623,30000,25,58,10,180,NA,16.7
ENSG00000126804,0.44082033940336202,3331,26400,2578,25400,18,142,8,120,NA,25.55
ENSG00000126814,0.561638625150926,230,1000,31084,183200,5,3,55,980,0.965267929961933,87.76
ENSG00000126821,0.53308015857848801,467,19600,5765,130400,31,27,67,234,0.50034589279171104,37.82
ENSG00000126822,0.70245749676710101,4352,38800,17250,229400,24,231,53,788,0.000000,98.14
ENSG00000126838,0.72664247350577704,3806,37000,11170,192600,35,190,101,585,0.000000,88.46
ENSG00000126856,0.43278266879312999,1177,30800,3594,36400,36,79,20,109,0.000000,98.21
ENSG00000126858,0.54291968165163795,218,3800,13122,103000,6,14,57,346,0.95542577312555899,27.25
ENSG00000126860,0.49006891552229997,5177,36200,6184,39400,14,164,13,193,0.000009,74.13
ENSG00000126861,0.43538944744191999,5623,46400,15901,122600,30,151,64,641,0.863213191754022,33.35
ENSG00000126870,0.441040123958788,413,15000,5202,175400,18,38,71,256,0.000000,86.4
ENSG00000126878,0.47242759552217001,1931,25000,6167,75400,17,135,32,346,3.3073900221634901E-2,67.64
ENSG00000126882,0.391264893254686,2439,54800,0,0,19,98,0,0,0.480800490723991,30.96
ENSG00000126883,0.47110595755467799,246,35400,7864,111600,10,9,25,312,0.99384169288266799,5.03
ENSG00000126890,0.35592016446276398,826,49800,4363,53200,22,34,15,153,5.9543874517788602E-3,93.34
ENSG00000126895,0.391208855129761,1382,20000,2446,25600,17,68,9,137,0.119885620397291,93.64
ENSG00000126903,0.31967241202079799,1174,14200,335,20400,16,50,9,18,0.62923979891312898,14.94
ENSG00000126934,0.34080332003200697,122,7200,1096,65400,11,5,11,71,0.86326115931858005,32.1
ENSG00000126945,0.45706895238248602,637,6600,3223,21400,13,23,16,88,0.86828424043336305,22.04
ENSG00000126947,0.52237676823953405,906,7200,4761,23600,9,48,17,187,0.395796527068072,12.57
ENSG00000126950,0.612114336837008,2978,12800,3600,13200,16,120,10,130,0.648723791041668,NA
ENSG00000126952,0.42685919675677098,318,2800,4802,48800,4,17,40,334,4.2078451624466299E-3,93.79
ENSG00000126953,0.50812675920246098,369,4000,4050,23200,4,20,19,157,0.60587672108824697,44.08
ENSG00000126970,0.383069913805691,135,1000,2214,82600,4,10,72,128,0.82585222095715805,44.38
ENSG00000127022,0.40081956056109203,0,0,1965,29200,0,0,16,52,0.86247386009449001,18.59
ENSG00000127054,0.33973430914663399,7,3000,849,15200,3,1,5,29,0.000000,NA
ENSG00000127074,0.45934104268075499,1309,25200,6108,136400,17,54,49,363,0.000093,57.43
ENSG00000127080,0.51261750025958697,1212,43400,8024,120800,19,22,39,150,0.97379082618144297,51.64
ENSG00000127081,0.31146545701324002,1173,78000,3284,118800,28,38,37,80,0.000000,67.400000000000006
ENSG00000127083,0.40124429621295099,1807,22800,3714,46600,39,38,15,120,2.3508328102715202E-3,70.77
ENSG00000127084,0.35126012462824602,2567,116000,4527,153600,34,134,26,173,0.000009,27.37
ENSG00000127124,0.69487202336654497,684,2800,41961,458600,10,18,97,1658,3.0810601663664401E-2,85.37
ENSG00000127125,0.410276681228324,0,0,3101,38600,0,0,36,122,3.5363364189752102E-3,38.31
ENSG00000127129,0.69943713320470302,488,3000,46941,495400,8,33,65,1817,1.1086441238473301E-2,87.27
ENSG00000127152,0.71034358091041605,20097,98400,69069,606000,19,463,235,1711,0.92978524186829403,10.54
ENSG00000127184,0.527946091142103,0,1400,24356,341000,7,0,238,956,0.54579185300240396,47.7
ENSG00000127191,0.36129432113605803,19,2400,1661,51200,9,1,18,38,0.99648087485294801,12.71
ENSG00000127220,0.42551222177329401,453,4800,2904,24000,8,21,9,120,0.64234081264409304,20.75
ENSG00000127241,0.55673108641504498,4438,32400,9560,96200,16,142,42,328,0.000010,78.02
ENSG00000127249,0.42464677997554701,671,8400,4390,65400,26,18,56,191,0.000000,18.32
ENSG00000127252,0.54120871654550995,917,9000,37369,443000,18,39,218,1378,7.1783112835462504E-4,69.260000000000005
ENSG00000127311,0.501950182333606,2104,29600,23687,252600,30,138,130,1153,0.000000,90.12
ENSG00000127314,0.68066694556442697,2378,35800,24381,254400,46,154,67,1139,0.93682507613794597,47.16
ENSG00000127318,0.38326745772748799,1194,17600,4311,67600,10,20,20,193,0.49071839570044301,65.36
ENSG00000127324,0.46126433138919798,4,200,20348,113800,1,1,61,577,8.6947214274004005E-3,83.15
ENSG00000127325,0.49594075709110202,2060,18000,6315,78400,34,71,35,310,0.000000,54.57
ENSG00000127328,0.48556790170219,758,21600,7895,99000,22,49,53,376,1.6752942699478499E-2,12.55
ENSG00000127329,0.62808887949123104,8087,49400,27109,231600,44,305,151,975,0.94350294120823397,19.079999999999998
ENSG00000127334,0.64984658360500003,4240,33600,36546,515200,51,135,196,1777,0.97933732888035396,8.65
ENSG00000127337,0.42432484803888498,537,4200,5387,67600,7,13,37,205,9.8738789157880702E-2,44.95
ENSG00000127362,0.28197247167663603,0,1400,67,3800,4,0,3,3,1.4412384776621301E-4,43.49
ENSG00000127364,0.26166595894608902,0,6800,0,0,4,0,0,0,4.9738449502472297E-2,87.72
ENSG00000127366,0.36182478502757798,136,6400,975,12600,3,7,13,62,1.03902616890766E-4,77.06
ENSG00000127377,0.27967309691949599,683,16600,0,0,16,30,0,0,0.000046,81.3
ENSG00000127399,0.28891977950398401,345,34600,0,0,9,18,0,0,5.1955507141150502E-3,47.41
ENSG00000127412,0.40545885382068397,319,7200,2313,36600,6,9,13,73,0.000000,22.67
ENSG00000127415,0.34515125188961898,410,10000,698,19600,16,33,5,65,0.000000,88.9
ENSG00000127418,0.45392782947763899,407,5800,4629,91200,15,19,27,228,0.58218667544856495,57.04
ENSG00000127419,0.37998038418819402,630,7800,2205,30000,12,44,14,125,4.3962970461164499E-4,98.56
ENSG00000127423,0.49576085303052497,1468,16600,4878,81200,19,54,18,206,0.000000,NA
ENSG00000127445,0.44108839627952801,113,2000,7050,65600,2,2,27,220,0.34090680898407599,46.31
ENSG00000127452,0.34581950617706603,0,2200,1274,27200,7,0,13,13,1.45183376555761E-2,76.56
ENSG00000127463,0.38044727004490297,262,2600,1459,20000,3,12,9,80,0.000000,22.75
ENSG00000127472,0.41732803066117702,938,41600,1498,78800,46,61,27,92,1.9027482949354201E-4,30.58
ENSG00000127481,0.57832275592585103,98,2400,10561,128000,8,8,50,373,1,0.01
ENSG00000127483,0.65249424972861003,89,6800,18940,262000,5,5,102,764,0.99164346767744604,5.86
ENSG00000127507,0.315243043378512,398,29000,813,26400,24,24,13,19,0.000000,NA
ENSG00000127511,0.42390024710847402,266,4800,3934,91400,12,5,39,264,0.99223940522256104,4.25
ENSG00000127515,0.29680650415912901,102,14600,144,5800,10,8,5,5,7.9929815169071296E-3,94.44
ENSG00000127526,0.37789512486198701,331,7600,3573,68000,6,16,7,105,9.6842830268558097E-2,25.06
ENSG00000127527,0.49244493707847498,273,31400,6757,126000,28,9,18,231,0.97000253520841595,6.78
ENSG00000127528,0.55943958027724705,5390,62000,10185,210200,36,165,33,394,0.74170518948772801,NA
ENSG00000127529,0.36111426383421302,164,1200,1432,19400,3,9,11,101,4.24490324584504E-2,76.25
ENSG00000127530,0.31065163883958002,102,15600,841,33000,11,8,14,32,0.22002709024522901,88.72
ENSG00000127533,0.458332668308225,1165,15200,4797,75800,22,91,33,263,3.02235446967585E-3,93.06
ENSG00000127540,0.36168108959388201,0,2000,1179,22200,4,0,12,57,3.0503461432517299E-2,63.8
ENSG00000127554,0.39939081469710402,728,19400,892,8600,6,42,1,63,0.000002,79.709999999999994
ENSG00000127561,0.49351474754016,796,11600,2533,23200,8,13,5,63,0.29205461865631699,NA
ENSG00000127564,0.46651085760518701,1496,34000,4016,48400,23,72,4,214,0.66741073101356196,34.020000000000003
ENSG00000127578,0.46580511193545299,550,10400,4509,55400,11,29,15,278,0.000000,92.11
ENSG00000127580,0.23856482056050099,782,14600,0,0,10,53,0,0,4.7024162335830297E-3,7.78
ENSG00000127585,0.26812093768289602,1372,23000,0,0,18,88,0,0,0.95155737500943005,15.76
ENSG00000127586,0.49438889595892599,696,12200,1859,14800,26,43,6,112,NA,99.35
ENSG00000127588,0.48325885868357499,245,7600,7773,110600,10,17,45,260,4.8927744901394498E-3,73.290000000000006
ENSG00000127603,0.63319248609485201,263,5000,51002,280000,9,21,91,1705,2.10361269465471E-2,0.25
ENSG00000127616,0.37777712712115002,287,9600,1112,80000,6,14,27,35,0.99999999761182901,0.42
ENSG00000127663,0.63117542419069395,830,18800,17427,316200,35,14,87,724,0.99993475714138302,4.8600000000000003
ENSG00000127666,0.40619671254815998,312,13200,2457,55600,12,46,19,122,0.85247731130647697,93.15
ENSG00000127688,0.415999173448445,13,1000,5526,113600,4,1,51,284,NA,NA
ENSG00000127720,0.41132372125966199,68,1400,6683,109400,5,3,92,296,0.000000,NA
ENSG00000127743,0.63608508677042497,3618,32000,16148,174400,25,114,17,456,2.0742840295981798E-3,67.12
ENSG00000127774,0.36927488126154501,22,6400,2016,30400,8,2,8,88,0.49198395807683099,46.31
ENSG00000127780,0.43213901022687001,1060,27400,932,7000,7,31,8,67,2.0874072334084399E-2,85.01
ENSG00000127804,0.42249477744083702,221,4400,5671,91600,14,19,46,223,0.99728942041048696,28.7
ENSG00000127824,0.54630972277876799,2843,12800,5072,27200,11,74,9,124,2.9637935839016399E-2,11.35
ENSG00000127831,0.55804285900607797,2933,38600,9188,59800,24,107,34,301,0.000012,64.38
ENSG00000127837,0.58538985650924202,1768,5800,2619,13000,5,47,3,58,0.531201269396819,36.83
ENSG00000127838,0.44601463781898998,1358,23200,1642,15000,24,40,3,49,0.000000,87.28
ENSG00000127863,0.61416196538994206,2320,31800,15012,312600,53,127,89,742,1.9882513338657901E-2,32.880000000000003
ENSG00000127870,0.37354196826660602,177,1800,3213,59000,2,12,42,143,0.17034329326120101,67.22
ENSG00000127884,0.36471084336616399,939,26600,75,7400,17,62,3,5,0.519800839729468,36.03
ENSG00000127903,0.30032639616426199,110,15200,1015,49800,26,5,32,25,0.000000,49.76
ENSG00000127914,0.55289872754055502,618,9400,9994,85200,19,54,63,386,0.000023,64.849999999999994
ENSG00000127920,0.37374781858751599,806,16400,2418,60600,26,63,29,170,0.163792461884714,68.69
ENSG00000127922,0.71415773668590299,326,2000,49986,257400,10,9,153,1534,0.41859233217874903,NA
ENSG00000127928,0.34107677505606498,63,1400,972,15000,3,8,5,53,0.27689273689617699,60.16
ENSG00000127946,0.50456917855924199,683,16600,6781,174200,28,30,71,266,0.99968101647513197,8.73
ENSG00000127947,0.58955148752666997,16,2200,12104,170800,8,2,61,558,0.999459858785815,9.02
ENSG00000127948,0.48872413369156198,1313,45800,4125,107800,35,58,33,182,0.000043,78.31
ENSG00000127951,0.56408975301230002,1665,15000,25000,267400,29,70,136,870,9.4997675962515404E-2,26.08
ENSG00000127952,0.37794206814326903,0,2600,3370,94400,8,0,25,154,9.7465430081400302E-3,44.43
ENSG00000127954,0.59899297882287295,1219,17200,16314,182600,26,70,88,746,0.000015,38.43
ENSG00000127955,0.59996403275402199,911,24600,20463,378200,45,53,203,808,0.917528243665787,19.66
ENSG00000127980,0.37860562721531599,628,5200,1053,14200,9,22,16,44,0.000040,46.14
ENSG00000127989,0.58124891787938204,37,600,53335,277200,2,1,151,1738,0.000001,NA
ENSG00000127990,0.66174738834663105,1517,12600,17021,86400,16,64,35,694,1.3863217857448401E-3,15.84
ENSG00000127993,0.535239895619816,1010,11400,30021,230600,19,45,50,1206,0.000051,53.04
ENSG00000127995,0.640382335079136,1819,11200,25142,130200,21,88,63,918,3.6794337880844803E-2,39.549999999999997
ENSG00000128000,0.330951974248197,0,2800,634,17800,4,0,8,21,0.000000,72.569999999999993
ENSG00000128011,0.52665758105004301,1037,14000,4263,27200,7,32,8,126,0.83075552538428499,12.77
ENSG00000128016,0.48078662499123898,358,6000,1622,10000,8,5,1,34,0.64593418279632997,62.49
ENSG00000128039,0.46278574868084599,678,12400,9813,128600,20,29,52,452,4.07270356125485E-2,43.25
ENSG00000128040,0.35419429651679601,1224,36800,4343,123400,39,69,54,246,0.71778197281201195,59.7
ENSG00000128045,0.58325307734576304,3461,37400,26575,320800,53,204,124,1417,0.290784777820631,27.95
ENSG00000128050,0.34523217487021002,470,12400,550,12800,11,19,4,14,6.8314123381901903E-2,90.2
ENSG00000128052,0.64748014919083197,7126,39600,36474,340800,56,294,156,1695,0.98448811178950602,65.790000000000006
ENSG00000128059,0.37079107176141801,850,13800,1621,24200,12,28,10,73,0.99456441332938195,19.82
ENSG00000128159,0.48305730230640898,7,7000,6009,51200,8,1,14,264,0.000000,71.86
ENSG00000128165,0.30894664962889201,609,6000,82,12000,7,41,2,6,1.53000381093707E-2,79.47
ENSG00000128185,0.46640002222737797,940,15400,2937,71400,32,35,17,101,0.12857400058351801,59.24
ENSG00000128191,0.34933618800066901,1097,35800,2612,53600,32,39,24,79,0.99989583804482296,15.46
ENSG00000128203,0.476624770682954,1337,12400,10343,150600,26,35,71,364,0.52601341572833105,12.69
ENSG00000128218,0.37300243857482801,458,10800,1155,13400,9,22,5,62,1.6148567137031399E-2,79.08
ENSG00000128228,0.40664934293442301,1298,19800,2073,18800,14,38,7,63,5.4296089675515503E-2,NA
ENSG00000128242,0.44568938197984298,1291,12600,1675,20400,9,42,7,72,0.37910729305068103,76.900000000000006
ENSG00000128245,0.49663302078264598,561,5400,7362,100400,7,17,42,277,0.55559118206199398,37.020000000000003
ENSG00000128250,0.329466286991975,356,3200,1155,38600,3,1,25,66,7.32601016899253E-3,92.37
ENSG00000128253,0.50581878905014999,1157,23200,6631,116800,29,90,50,296,0.000074,95.64
ENSG00000128254,0.46510620462930702,1739,8600,4547,56200,17,52,19,172,NA,70.97
ENSG00000128266,0.57672412250606897,3119,52400,7449,194600,22,119,37,427,NA,13.35
ENSG00000128268,0.43567463896303299,2010,47000,4738,88200,26,88,8,160,0.46017951926991502,52.92
ENSG00000128271,0.60128586391602101,3323,35200,11567,162600,29,109,44,336,0.33162435622766701,24.65
ENSG00000128272,0.39507595103768101,15,400,1577,15000,2,1,8,44,0.41146843024637703,80.56
ENSG00000128274,0.55936570909388095,1827,40200,5628,155600,35,68,44,147,0.111598718084493,26.4
ENSG00000128276,0.38691719312140699,126,9200,3167,47800,6,5,29,80,1.5844316199714999E-4,92.09
ENSG00000128283,0.398292240975746,116,18400,3962,64200,13,7,5,180,0.000011,93.22
ENSG00000128284,0.428690030267944,0,36400,3647,118000,20,0,43,253,0.000029,83.77
ENSG00000128285,0.51288800346088403,2664,29800,6420,124000,26,88,49,240,1.1483927476026599E-3,19.96
ENSG00000128294,0.40709659998235598,114,7400,4141,90400,13,11,12,158,0.599488923277404,16.75
ENSG00000128298,0.44637984928667201,1212,22800,4976,70800,10,38,19,166,1.00357855733205E-4,54.54
ENSG00000128309,0.46449258004209099,1977,37200,1520,35600,17,79,5,56,NA,45.14
ENSG00000128310,0.48014103956814902,626,11600,2338,18200,11,12,4,48,2.3153422896691301E-2,NA
ENSG00000128311,0.46693735114309998,1783,39600,3530,80600,15,65,26,209,7.3184348795477796E-4,91.52
ENSG00000128313,0.69448868936999197,2868,7800,36848,308400,16,56,75,1065,0.000000,83.23
ENSG00000128322,0.66528684369595203,2129,55000,16494,320000,38,60,84,621,1.71677422605345E-2,97.62
ENSG00000128335,0.42685683239640099,54,53000,48,63000,32,11,13,10,1.39187047584769E-4,80
ENSG00000128340,0.34530420815024199,3891,98800,1961,86200,42,172,5,95,0.87309232040422802,34.950000000000003
ENSG00000128342,0.64208277285091198,9916,69000,23065,160200,27,331,23,807,0.77444243581461902,44.76
ENSG00000128346,0.38430895230499701,67,1000,2311,28400,2,5,11,97,0.000003,77.599999999999994
ENSG00000128383,0.33713220653224002,0,4000,782,65000,9,0,17,41,0.22634791867463,86.48
ENSG00000128394,0.26550267871233202,388,55600,705,69000,34,61,9,110,1.3960192583072699E-2,85.74
ENSG00000128408,0.28841994585804498,961,17400,0,0,16,27,0,0,NA,NA
ENSG00000128422,0.69905235956915002,10265,123200,5283,72000,52,408,5,262,0.000007,34.380000000000003
ENSG00000128463,0.50533523316422002,362,800,7321,75200,4,3,27,282,0.91246820014982799,37.94
ENSG00000128482,0.35334850053973499,0,0,3420,97000,0,0,37,95,3.6567395135090998E-3,45.33
ENSG00000128487,0.50002887621026304,333,14200,12759,241000,23,24,97,624,0.109459640243662,7.9
ENSG00000128510,0.56181854709207901,3339,22200,9781,63800,19,130,14,381,0.000000,85.69
ENSG00000128512,0.51751602039813704,7482,59000,33835,358400,49,274,139,1281,0.99853573271733798,5.58
ENSG00000128513,0.533430918989931,218,6200,15046,229400,17,16,189,620,0.52272721670326805,28.03
ENSG00000128519,0.393587295774672,0,0,4803,70800,0,0,67,235,1.49965302399621E-2,75.760000000000005
ENSG00000128524,0.64627560445130205,210,6800,13559,82400,9,8,24,402,0.56300252982628596,55.18
